State,City,Percent of Population (%),Population,Latitude,Longitude
Illinois,Arlington Heights          ,4.3,709,42.1487932813,-88.0068506378
Illinois,Chicago                    ,5.9,2075,41.7203319196,-87.5304965155
Illinois,Chicago                    ,5.5,1692,41.8559903405,-87.6649061182
Illinois,Chicago                    ,1.9,4315,41.9074900347,-87.6357986462
Illinois,Bloomington                ,5.7,3228,40.4808287052,-88.9653280281
Illinois,Aurora                     ,6.1,4565,41.7906878427,-88.2724423856
Illinois,Chicago                    ,2.6,16735,41.8593899232,-87.6152945201
Illinois,Arlington Heights          ,5.3,75101,42.095623342,-87.9825627457
Illinois,Chicago                    ,2.4,3513,41.9217794297,-87.6414577684
Illinois,Chicago                    ,9.5,1598,41.867823267,-87.7008236245
Illinois,Chicago                    ,3.1,1906,41.9218547758,-87.6462106453
Illinois,Chicago                    ,2.9,2204,41.8922753767,-87.6793981417
Illinois,Chicago                    ,8.3,1930,41.7550430147,-87.6002985782
Illinois,Chicago                    ,3.8,2796,41.8847501047,-87.6841274003
Illinois,Champaign                  ,5.1,5691,40.0913881451,-88.2600032205
Illinois,Chicago                    ,5.2,3257,41.847425141,-87.7219392748
Illinois,Chicago                    ,6.3,2931,41.6891232558,-87.6168214526
Illinois,Chicago                    ,7.3,3735,41.7611985605,-87.6711284531
Illinois,Chicago                    ,3.3,4402,41.9726684524,-87.6638662201
Illinois,Champaign                  ,5.4,81055,40.1151051361,-88.2729845986
Illinois,Chicago                    ,5.4,6236,41.9753463378,-87.8441546682
Illinois,Aurora                     ,4.4,1848,41.7876486812,-88.3624318925
Illinois,Chicago                    ,8.4,5049,41.7551121179,-87.6514276687
Illinois,Chicago                    ,5.4,6818,41.9061889858,-87.7339951274
Illinois,Chicago                    ,8.0,3304,41.7424751824,-87.6300403558
Illinois,Chicago                    ,5.5,3556,41.8049362748,-87.6673038579
Illinois,Chicago                    ,7.4,2835,41.7395016369,-87.6583001538
Illinois,Chicago                    ,6.6,3570,41.9117235264,-87.7339492806
Illinois,Chicago                    ,6.9,2701,41.7828633369,-87.6205579996
Illinois,Chicago                    ,3.8,5397,41.9646520963,-87.721016582
Illinois,Chicago                    ,3.4,4326,41.9799123286,-87.6641880378
Illinois,Chicago                    ,5.6,3772,41.7769448147,-87.596309644
Illinois,Chicago                    ,5.5,4205,41.9567784641,-87.7818413578
Illinois,Chicago                    ,4.6,1716,41.7748239668,-87.7397417663
Illinois,Chicago                    ,4.2,2327,41.7979710228,-87.5989451394
Illinois,Naperville                 ,5.4,3606,41.7968868537,-88.1631591547
Illinois,Elgin                      ,5.2,7184,42.0551091254,-88.2731842934
Illinois,Palatine                   ,4.9,4314,42.1298666298,-88.0409523754
Illinois,Joliet                     ,5.3,1925,41.5319978526,-88.0520480903
Illinois,Joliet                     ,,3,41.4501935635,-88.1584133875
Illinois,Decatur                    ,6.2,2047,39.8922579516,-88.8730263312
Illinois,Joliet                     ,6.1,1565,41.542953093,-88.1878831407
Illinois,Decatur                    ,7.1,2766,39.8287064147,-88.9301677948
Illinois,Joliet                     ,6.8,4124,41.5450772077,-88.048940673
Illinois,Joliet                     ,5.7,1812,41.5391688329,-88.0760261228
Illinois,Peoria                     ,5.9,3528,40.7155358649,-89.5818325126
Illinois,Cicero                     ,5.5,4978,41.8302018874,-87.7745429812
Illinois,Peoria                     ,8.3,2332,40.6722637312,-89.6280059311
Illinois,Naperville                 ,3.4,2941,41.7766920763,-88.1388979624
Illinois,Joliet                     ,5.5,2370,41.5154935931,-88.0809887327
Illinois,Naperville                 ,3.5,3107,41.716520664,-88.1756019879
Illinois,Cicero                     ,5.2,7551,41.8609815043,-87.7666417903
Illinois,Evanston                   ,4.9,3301,42.0447450333,-87.6999043707
Illinois,Evanston                   ,5.0,3387,42.059352031,-87.7043587145
Illinois,Cicero                     ,6.9,83891,41.844539143,-87.7592873023
Illinois,Decatur                    ,9.1,2035,39.8505315103,-88.9649823734
Illinois,Naperville                 ,4.4,1396,41.7605096557,-88.1096799963
Illinois,Chicago                    ,3.0,5042,42.0049106065,-87.6591544779
Illinois,Peoria                     ,5.4,931,40.8288752363,-89.5962866242
Illinois,Naperville                 ,4.0,4329,41.7191615386,-88.1354070065
Illinois,Elgin                      ,5.7,108188,42.0385402472,-88.3224947104
Illinois,Evanston                   ,3.9,5739,42.0228224604,-87.6833407193
Illinois,Decatur                    ,7.6,2531,39.8488387173,-88.9509702413
Illinois,Joliet                     ,11.1,1793,41.5030838923,-88.0537377182
Illinois,Palatine                   ,4.2,2705,42.1190705533,-88.0525591729
Illinois,Evanston                   ,1.3,5504,42.0547818062,-87.6753875889
Illinois,Peoria                     ,7.8,2044,40.7125194479,-89.5597111184
Illinois,Joliet                     ,5.0,3075,41.5271037557,-88.096195375
Illinois,Joliet                     ,5.1,147433,41.5206390037,-88.1507097756
Illinois,Joliet                     ,4.7,4049,41.5382234683,-88.0945134319
Illinois,Elgin                      ,3.2,3581,41.9973912697,-88.3325689994
Illinois,Peoria                     ,5.3,6088,40.7697158981,-89.6329682013
Illinois,Naperville                 ,4.0,5451,41.7362301417,-88.140801618
Illinois,Decatur                    ,8.6,3703,39.8326215999,-88.9450598119
Illinois,Decatur                    ,6.7,3895,39.8365350546,-88.9960091773
Illinois,Peoria                     ,5.9,255,40.6766402382,-89.6438763673
Illinois,Palatine                   ,4.6,68557,42.1180663695,-88.042989882
Illinois,Elgin                      ,6.0,3675,42.0592234946,-88.3337257173
Illinois,Chicago                    ,6.6,1495,41.8913843952,-87.7444792752
Illinois,Chicago                    ,7.8,5060,41.7482100712,-87.6100746264
Illinois,Chicago                    ,4.2,1055,41.8576414995,-87.6922158435
Illinois,Chicago                    ,3.4,2928,41.9289455307,-87.6608922187
Illinois,Aurora                     ,6.9,3008,41.7663590959,-88.3395821361
Illinois,Chicago                    ,5.8,6333,41.7772871605,-87.6933405804
Illinois,Chicago                    ,5.0,3950,41.8320944036,-87.6818820146
Illinois,Chicago                    ,5.0,5021,41.9153187969,-87.7322503417
Illinois,Chicago                    ,4.6,3069,41.9768013753,-87.70197485
Illinois,Chicago                    ,7.4,5941,41.7268301758,-87.657911358
Illinois,Chicago                    ,4.5,1598,41.8059781667,-87.5991987323
Illinois,Chicago                    ,7.2,1665,41.7643854483,-87.5713747596
Illinois,Chicago                    ,5.4,3914,41.7382301195,-87.7118233941
Illinois,Chicago                    ,5.4,2279,41.8950390457,-87.6197520152
Illinois,Chicago                    ,5.4,1305,41.9991111724,-87.8163630895
Illinois,Champaign                  ,5.8,3599,40.105476598,-88.2671806227
Illinois,Chicago                    ,4.8,7540,41.9606749196,-87.7524131015
Illinois,Chicago                    ,5.1,1955,41.7911262007,-87.6183210549
Illinois,Chicago                    ,6.0,2989,41.8280542503,-87.690745041
Illinois,Chicago                    ,3.0,4754,41.9504474332,-87.6835072769
Illinois,Chicago                    ,5.8,5458,41.9422903432,-87.761717518
Illinois,Chicago                    ,7.2,2397,41.8917040441,-87.7021747373
Illinois,Joliet                     ,5.0,3301,41.5405415324,-88.133133385
Illinois,Naperville                 ,3.0,3324,41.6756183242,-88.1942116839
Illinois,Joliet                     ,2.9,8405,41.5623381006,-88.2234372175
Illinois,Peoria                     ,3.7,619,40.7070503634,-89.6344813931
Illinois,Naperville                 ,4.3,4725,41.7843134682,-88.1941499045
Illinois,Decatur                    ,7.5,4245,39.8984796822,-88.9681620506
Illinois,Elgin                      ,4.6,5181,42.0420148117,-88.2480225066
Illinois,Cicero                     ,5.2,4544,41.8422804172,-87.7630426498
Illinois,Chicago                    ,7.7,7254,41.8510058477,-87.6350977762
Illinois,Decatur                    ,3.6,2407,39.8412311344,-88.9775591078
Illinois,Joliet                     ,5.5,2722,41.5428697481,-88.1701871862
Illinois,Bolingbrook                ,4.1,3811,41.6940179584,-88.0600420429
Illinois,Chicago                    ,1.7,2226,41.935975195,-87.670984279
Illinois,Aurora                     ,6.2,8837,41.7527360987,-88.298016976
Illinois,Chicago                    ,4.5,4785,41.687210209,-87.7192240089
Illinois,Chicago                    ,5.7,237,41.8101927028,-87.6228619229
Illinois,Bloomington                ,4.3,3292,40.5104822267,-88.9330943017
Illinois,Bloomington                ,5.8,4290,40.4674026331,-88.9682375298
Illinois,Naperville                 ,2.4,3303,41.7513194396,-88.1914483065
Illinois,Chicago                    ,4.0,1866,41.8060181291,-87.5943504053
Illinois,Chicago                    ,5.6,2545,41.8420107017,-87.6220359603
Illinois,Chicago                    ,5.4,4257,41.9347276834,-87.780952364
Illinois,Chicago                    ,7.8,4273,41.6813142846,-87.6517524087
Illinois,Chicago                    ,5.5,4980,41.9500779975,-87.8288959433
Illinois,Chicago                    ,8.6,1259,41.7767815578,-87.6617117662
Illinois,Chicago                    ,5.6,5161,41.7885020778,-87.7915032586
Illinois,Chicago                    ,5.3,2997,41.898697321,-87.7088059243
Illinois,Arlington Heights          ,4.9,5846,42.0970318379,-87.9694550482
Illinois,Chicago                    ,4.9,2838,41.7971962552,-87.5823561457
Illinois,Chicago                    ,2.0,2940,41.9204780209,-87.6799729365
Illinois,Chicago                    ,2.7,2111,41.9579036958,-87.6715174681
Illinois,Chicago                    ,9.3,1380,41.7706569408,-87.6089660272
Illinois,Chicago                    ,3.0,3437,41.9261553915,-87.721565063
Illinois,Aurora                     ,4.4,4288,41.7675940488,-88.3871402469
Illinois,Chicago                    ,7.6,1321,41.7865782876,-87.6764043844
Illinois,Chicago                    ,7.5,4147,41.6958344731,-87.652028296
Illinois,Chicago                    ,3.3,6867,41.9498222893,-87.6440249098
Illinois,Chicago                    ,2.1,1556,41.941365178,-87.6808266392
Illinois,Chicago                    ,2.3,2290,41.9578451275,-87.6763729854
Illinois,Chicago                    ,7.4,1545,41.7978467034,-87.6525358919
Illinois,Chicago                    ,5.5,1704,41.9868915586,-87.7036896926
Illinois,Chicago                    ,3.9,5148,41.9502131357,-87.7128145773
Illinois,Chicago                    ,10.9,1677,41.8163541362,-87.6325419071
Illinois,Chicago                    ,5.3,6542,41.7607873555,-87.7026881329
Illinois,Chicago                    ,1.7,1912,41.9159095383,-87.6838261964
Illinois,Chicago                    ,1.7,1709,41.9268109825,-87.6426051542
Illinois,Chicago                    ,3.6,1268,41.8138433783,-87.590630277
Illinois,Chicago                    ,8.9,1451,41.8493271663,-87.7320214174
Illinois,Chicago                    ,7.4,1397,41.8717861323,-87.7131559094
Illinois,Aurora                     ,2.5,3179,41.7507644876,-88.2196155273
Illinois,Chicago                    ,4.6,5363,41.7898114642,-87.7083654952
Illinois,Chicago                    ,7.8,3803,41.7470863273,-87.5573905032
Illinois,Chicago                    ,7.3,3206,41.7275503705,-87.5590501068
Illinois,Chicago                    ,6.0,3322,41.9943875467,-87.6725347948
Illinois,Chicago                    ,2.8,3001,41.8925577146,-87.6598478569
Illinois,Decatur                    ,9.6,2645,39.862026005,-88.9683518298
Illinois,Chicago                    ,5.7,5397,41.9201521814,-87.7802654497
Illinois,Chicago                    ,8.4,3649,41.8914065051,-87.751803724
Illinois,Chicago                    ,6.1,4832,41.9792043965,-87.7973996
Illinois,Chicago                    ,6.2,7287,41.9418071162,-87.7965237446
Illinois,Aurora                     ,3.9,4064,41.7869742106,-88.3401972581
Illinois,Chicago                    ,5.1,7198,41.9605181118,-87.7622858965
Illinois,Chicago                    ,1.9,1870,41.9192070176,-87.6714490286
Illinois,Chicago                    ,4.9,942,41.8786309348,-87.685128153
Illinois,Chicago                    ,5.1,6963,41.9940592426,-87.6946305995
Illinois,Chicago                    ,3.9,6825,41.9644941925,-87.7027751325
Illinois,Chicago                    ,9.1,2661,41.8850448416,-87.7138624806
Illinois,Champaign                  ,1.4,3931,40.10661706,-88.2388973458
Illinois,Chicago                    ,5.6,1990,41.7975991787,-87.6719761934
Illinois,Chicago                    ,5.6,2980,41.9414867044,-87.8221641541
Illinois,Bloomington                ,6.9,2518,40.4935088046,-88.9643799846
Illinois,Chicago                    ,4.3,5521,41.7988620823,-87.7086378378
Illinois,Chicago                    ,7.0,3599,41.9800086547,-87.6529741147
Illinois,Chicago                    ,5.2,6632,41.9278186319,-87.7513623676
Illinois,Chicago                    ,7.4,4520,41.7621423715,-87.6103448045
Illinois,Chicago                    ,6.4,2110,41.8016568356,-87.640475586
Illinois,Aurora                     ,3.5,2839,41.7286709044,-88.2206399986
Illinois,Chicago                    ,7.9,1351,41.7832124151,-87.6570220054
Illinois,Chicago                    ,2.6,1820,41.9670114279,-87.6706209301
Illinois,Chicago                    ,2.2,4595,41.9060233935,-87.6753102574
Illinois,Chicago                    ,6.2,5407,41.7888697597,-87.7719098462
Illinois,Chicago                    ,4.8,1496,41.8282769861,-87.600637893
Illinois,Chicago                    ,2.1,2569,41.9575311266,-87.6666112468
Illinois,Chicago                    ,4.8,2075,41.9526508523,-87.7452551549
Illinois,Chicago                    ,3.9,2166,41.7028353051,-87.6891011126
Illinois,Chicago                    ,5.3,2085,41.8783233823,-87.6986738785
Illinois,Chicago                    ,4.9,3427,41.7535931272,-87.6953090422
Illinois,Chicago                    ,5.6,6676,42.0156902549,-87.699519119
Illinois,Chicago                    ,3.8,1074,41.9154348829,-87.7150953239
Illinois,Chicago                    ,4.6,4516,41.8559337214,-87.6685737461
Illinois,Chicago                    ,5.1,1672,41.8266632623,-87.6799065202
Illinois,Champaign                  ,3.7,81055,40.1151051361,-88.2729845986
Illinois,Chicago                    ,8.6,5247,41.6997587693,-87.6280505697
Illinois,Chicago                    ,6.0,5534,41.7752434257,-87.7079431912
Illinois,Chicago                    ,3.8,4683,41.9341668804,-87.7125728509
Illinois,Chicago                    ,5.3,2223,41.7955214228,-87.7292337398
Illinois,Chicago                    ,2.9,3020,41.9208013139,-87.6945320393
Illinois,Chicago                    ,3.1,10848,41.8850464805,-87.6209322374
Illinois,Chicago                    ,4.6,6477,42.0055941724,-87.813096198
Illinois,Chicago                    ,3.4,3498,41.9058597353,-87.6309005273
Illinois,Chicago                    ,6.7,1892,41.8607500963,-87.7007123476
Illinois,Chicago                    ,9.4,2078,41.790690305,-87.6450333648
Illinois,Chicago                    ,1.9,1497,41.9414880261,-87.6711072519
Illinois,Champaign                  ,3.9,2558,40.0765654974,-88.2897012881
Illinois,Chicago                    ,4.3,4713,41.6950693321,-87.7107232609
Illinois,Chicago                    ,5.8,1900,41.841885059,-87.6320352412
Illinois,Bolingbrook                ,3.0,3899,41.6919944584,-88.1537905619
Illinois,Bloomington                ,5.1,2984,40.4811644775,-88.9389059598
Illinois,Chicago                    ,2.4,3996,41.934764681,-87.6398539791
Illinois,Chicago                    ,5.6,5313,41.989580577,-87.783033561
Illinois,Chicago                    ,6.2,1236,41.899254252,-87.7150683626
Illinois,Chicago                    ,7.0,4083,41.9672852686,-87.6524500291
Illinois,Chicago                    ,9.5,3498,41.7760394628,-87.6495526263
Illinois,Chicago                    ,5.0,1393,41.8127078821,-87.6384084026
Illinois,Chicago                    ,3.9,4565,41.8997371476,-87.6649536547
Illinois,Chicago                    ,9.1,2378,41.8679348063,-87.7227522959
Illinois,Chicago                    ,6.4,1723,41.783458236,-87.5935159557
Illinois,Chicago                    ,5.2,3491,41.7756823553,-87.7909878603
Illinois,Chicago                    ,6.9,3530,41.7131178435,-87.5498631029
Illinois,Chicago                    ,7.7,3266,41.7617135216,-87.6298720985
Illinois,Chicago                    ,8.6,2539,41.7324406581,-87.6386881451
Illinois,Chicago                    ,5.9,5887,41.9129077727,-87.7753955653
Illinois,Chicago                    ,7.6,1473,41.8153660967,-87.7412503233
Illinois,Aurora                     ,2.9,5407,41.7420689773,-88.2410378256
Illinois,Chicago                    ,4.4,1623,41.9120286038,-87.7043680922
Illinois,Chicago                    ,4.3,3204,41.9934471481,-87.6575541537
Illinois,Chicago                    ,3.8,3068,41.9354390793,-87.6933366361
Illinois,Chicago                    ,4.8,2061,41.8102195114,-87.6866438565
Illinois,Chicago                    ,2.3,1112,41.94648949,-87.6471131852
Illinois,Chicago                    ,8.6,1562,41.7179513848,-87.6283323685
Illinois,Chicago                    ,7.5,4140,41.855161072,-87.7322429354
Illinois,Chicago                    ,7.0,2279,41.8759747139,-87.6938012783
Illinois,Chicago                    ,7.5,3615,41.7419438631,-87.579089404
Illinois,Chicago                    ,,11,41.6604952158,-87.646955724
Illinois,Bloomington                ,5.4,1711,40.4890761157,-88.9979629206
Illinois,Chicago                    ,4.7,4396,41.9196348323,-87.7296789635
Illinois,Chicago                    ,5.7,3518,41.8451846286,-87.7277591498
Illinois,Champaign                  ,3.5,3809,40.1172908496,-88.2484973731
Illinois,Champaign                  ,1.9,4819,40.110829456,-88.235433355
Illinois,Chicago                    ,7.7,3115,41.7264115554,-87.6485415189
Illinois,Chicago                    ,7.5,1414,41.7540485144,-87.6611056998
Illinois,Chicago                    ,5.9,2695598,41.8372950615,-87.6862308732
Illinois,Chicago                    ,5.1,3515,41.8267718529,-87.699347731
Illinois,Chicago                    ,6.5,2714,41.7318647915,-87.547799259
Illinois,Chicago                    ,2.1,2981,41.9287627754,-87.6656766227
Illinois,Chicago                    ,5.5,3965,42.0157197043,-87.6871153929
Illinois,Chicago                    ,5.9,5050,41.848179649,-87.7026992728
Illinois,Chicago                    ,7.7,4007,41.7106827593,-87.6153371754
Illinois,Chicago                    ,3.1,4243,41.8929749536,-87.6089208495
Illinois,Chicago                    ,8.8,2276,41.9578321489,-87.8472168686
Illinois,Chicago                    ,5.8,1443,41.826875747,-87.609905153
Illinois,Bolingbrook                ,4.3,1571,41.7317038338,-88.049155992
Illinois,Aurora                     ,5.7,6179,41.7657819998,-88.3201462165
Illinois,Champaign                  ,,45,40.0927032262,-88.3067322082
Illinois,Chicago                    ,5.9,3326,41.8338478343,-87.6676795275
Illinois,Chicago                    ,5.1,5262,41.8555618749,-87.683341964
Illinois,Chicago                    ,1.7,1529,41.790469205,-87.6012847521
Illinois,Chicago                    ,6.8,2505,41.7663065517,-87.599421257
Illinois,Chicago                    ,5.5,4421,41.7622541342,-87.7320578497
Illinois,Chicago                    ,9.8,389,41.8419291173,-87.6283694945
Illinois,Chicago                    ,4.3,3785,41.9572682221,-87.7308957633
Illinois,Chicago                    ,8.9,2495,41.7694999132,-87.6615118309
Illinois,Chicago                    ,2.8,1664,41.8695725892,-87.6591990482
Illinois,Chicago                    ,10.6,1752,41.9558595216,-87.7948166406
Illinois,Chicago                    ,6.8,1934,41.8766639866,-87.7377282146
Illinois,Chicago                    ,1.7,2391,41.9651413267,-87.6765774977
Illinois,Chicago                    ,6.6,4166,41.7583854921,-87.5627859851
Illinois,Chicago                    ,4.0,3104,41.9376356182,-87.7122139948
Illinois,Chicago                    ,5.9,4486,41.9337846267,-87.7220524303
Illinois,Chicago                    ,6.3,3891,41.8417184109,-87.6439321237
Illinois,Chicago                    ,5.1,4168,42.0084869376,-87.6859126542
Illinois,Chicago                    ,8.3,4514,41.6997571667,-87.6376956497
Illinois,Chicago                    ,7.2,4680,41.7697313832,-87.5813482978
Illinois,Bolingbrook                ,7.7,3365,41.7147062618,-88.0395987087
Illinois,Chicago                    ,4.9,2891,41.9692055171,-87.7231695038
Illinois,Chicago                    ,5.1,2730,41.8350674157,-87.6431623535
Illinois,Arlington Heights          ,3.2,3400,42.0447189313,-87.9816465471
Illinois,Chicago                    ,4.3,1549,41.9827452895,-87.6579658602
Illinois,Chicago                    ,7.4,5345,41.6635979619,-87.6374120648
Illinois,Champaign                  ,5.8,3650,40.1290451841,-88.2466917739
Illinois,Arlington Heights          ,4.9,2361,42.1505170244,-87.9943168929
Illinois,Chicago                    ,2.6,2434,41.9668337641,-87.6840180466
Illinois,Chicago                    ,1.2,2870,41.942584682,-87.6566439918
Illinois,Chicago                    ,5.3,6116,41.804144856,-87.7307909069
Illinois,Chicago                    ,7.4,2561,41.8773642914,-87.6806501318
Illinois,Bloomington                ,5.9,4171,40.4610178602,-89.0163567586
Illinois,Chicago                    ,3.7,5831,41.9005601306,-87.6941970242
Illinois,Chicago                    ,2.3,6895,41.8790767309,-87.6570453875
Illinois,Chicago                    ,8.3,3475,41.7396436572,-87.6485810671
Illinois,Chicago                    ,2.3,1457,41.9121612671,-87.6897092167
Illinois,Chicago                    ,8.6,4609,41.8767584426,-87.7445832387
Illinois,Chicago                    ,4.6,2955,41.9297959102,-87.7614216626
Illinois,Chicago                    ,3.8,1697,41.8561398523,-87.6489803645
Illinois,Palatine                   ,6.7,2997,42.1039485269,-88.0144837339
Illinois,Naperville                 ,3.7,4265,41.7373121109,-88.1788489877
Illinois,Joliet                     ,4.1,6105,41.5812783992,-88.1585984853
Illinois,Waukegan                   ,5.3,5159,42.3770600614,-87.8412339997
Illinois,Springfield                ,10.1,1241,39.7919082926,-89.6356911547
Illinois,Schaumburg                 ,4.0,3184,41.9959451556,-88.1222655867
Illinois,Springfield                ,6.7,4951,39.7536227353,-89.7017739343
Illinois,Waukegan                   ,5.3,2499,42.398548053,-87.8719073958
Illinois,Rockford                   ,7.8,3605,42.2291452699,-89.0651187421
Illinois,Rockford                   ,6.9,2352,42.2905819371,-89.0117891968
Illinois,Rockford                   ,4.5,663,42.2016170301,-89.0976373493
Illinois,Rockford                   ,6.9,4167,42.2844547497,-89.0927427648
Illinois,Schaumburg                 ,4.5,533,42.0105478942,-88.050335939
Illinois,Rockford                   ,9.6,2839,42.2573318039,-88.990817206
Illinois,Schaumburg                 ,3.1,355,42.0765709041,-88.0650369592
Illinois,Rockford                   ,4.3,3000,42.210124827,-89.0507337596
Illinois,Waukegan                   ,5.7,4148,42.3890822182,-87.8359009169
Illinois,Schaumburg                 ,5.4,3901,42.0109643445,-88.1187060586
Illinois,Springfield                ,6.1,3279,39.7895627026,-89.657713525
Illinois,Springfield                ,4.6,3526,39.7922000855,-89.6679971625
Illinois,Rockford                   ,7.2,3434,42.2617602965,-89.1107984295
Illinois,Schaumburg                 ,4.6,2425,42.0263362881,-88.1495200516
Illinois,Rockford                   ,8.2,4207,42.3018254314,-89.0409127557
Illinois,Schaumburg                 ,4.8,4224,42.0110786025,-88.1012621877
Illinois,Rockford                   ,4.6,729,42.2147040417,-89.0263787585
Illinois,Rockford                   ,5.3,2413,42.2979195237,-89.0707368616
Illinois,Schaumburg                 ,4.4,74227,42.0305488755,-88.0838663543
Illinois,Waukegan                   ,6.9,4323,42.3468715556,-87.8406531492
Illinois,Springfield                ,5.8,116250,39.7716473322,-89.6540780049
Illinois,Springfield                ,7.4,3144,39.7617721727,-89.616343687
Illinois,Springfield                ,7.0,2091,39.8062807336,-89.7031684423
Illinois,Rockford                   ,12.3,1371,42.2658122163,-89.0840141857
Illinois,Waukegan                   ,6.6,3766,42.3656709258,-87.8405171625
Illinois,Schaumburg                 ,3.8,4500,42.0321009904,-88.1373412955
Illinois,Rockford                   ,6.6,152871,42.2633180015,-89.0625958362
Illinois,Rockford                   ,,4,42.2718165639,-89.1528582616
Illinois,Springfield                ,6.9,2490,39.770275533,-89.6419323333
Illinois,Springfield                ,6.9,3582,39.8138050779,-89.6804053962
Illinois,Springfield                ,9.5,2857,39.8069925947,-89.6027947591
Illinois,Rockford                   ,6.9,1672,42.2823401019,-89.1359446359
Illinois,Waukegan                   ,6.8,89078,42.3702955582,-87.8712595095
Illinois,Springfield                ,4.9,3647,39.7455937111,-89.7299190199
Illinois,Waukegan                   ,3.0,4151,42.3386202995,-87.900824764
Illinois,Springfield                ,6.9,2717,39.7988602425,-89.7285003218
Illinois,Rockford                   ,9.0,2553,42.2287327817,-89.0795366518
Illinois,Springfield                ,4.0,2695,39.7550981806,-89.6717492501
Illinois,Schaumburg                 ,3.9,3601,42.0002979993,-88.0916001811
Illinois,Rockford                   ,5.9,5214,42.244998984,-89.0374306352
Illinois,Springfield                ,6.6,2353,39.8380158997,-89.6108788889
Illinois,Waukegan                   ,5.8,5844,42.3685333825,-87.8534661277
Illinois,Waukegan                   ,4.8,5720,42.3804189182,-87.8731924398
Illinois,Springfield                ,5.4,1147,39.6974844793,-89.6874134406
Illinois,Rockford                   ,8.6,3647,42.2846276273,-89.1148307476
Illinois,Rockford                   ,4.5,492,42.3303046154,-89.0886554878
Illinois,Joliet                     ,3.2,2968,41.5595138518,-88.1916251836
Illinois,Evanston                   ,3.6,2855,42.0376185596,-87.6752631516
Illinois,Palatine                   ,4.9,4725,42.1090208282,-88.0354422829
Illinois,Decatur                    ,8.9,4705,39.8841080147,-88.9696244106
Illinois,Evanston                   ,4.0,3955,42.0648132634,-87.6865616498
Illinois,Decatur                    ,8.4,1955,39.8568395574,-88.9369190542
Illinois,Naperville                 ,4.0,3576,41.7192675578,-88.1125649661
Illinois,Cicero                     ,4.2,3934,41.8622746658,-87.7446672075
Illinois,Naperville                 ,4.9,4189,41.7460355866,-88.1364563799
Illinois,Springfield                ,8.6,3295,39.7956083751,-89.6197400055
Illinois,Rockford                   ,3.0,881,42.2343363146,-89.0060889951
Illinois,Rockford                   ,5.9,2673,42.2712005494,-89.0163641931
Illinois,Schaumburg                 ,4.9,4359,42.0188571944,-88.0677758001
Illinois,Rockford                   ,5.3,195,42.3065846082,-89.1438716131
Illinois,Rockford                   ,8.2,2469,42.2583642598,-89.0919229407
Illinois,Waukegan                   ,4.2,602,42.4255357791,-87.844366734
Illinois,Rockford                   ,6.9,5187,42.2593764341,-89.0438677045
Illinois,Springfield                ,5.6,3375,39.777292088,-89.6596798074
Illinois,Rockford                   ,6.2,3753,42.2755469127,-89.1026818208
Illinois,Springfield                ,6.4,1234,39.794356171,-89.7103235415
Illinois,Schaumburg                 ,5.9,712,42.0539582483,-88.1019109143
Illinois,Springfield                ,6.8,2305,39.8189652864,-89.6956692731
Illinois,Rockford                   ,8.7,1883,42.2847692122,-89.0407735539
Illinois,Waukegan                   ,6.8,2532,42.3412170595,-87.8504310816
Illinois,Schaumburg                 ,5.4,2533,42.0220151376,-88.1000250162
Illinois,Springfield                ,7.2,5555,39.7752495844,-89.7019786199
Illinois,Springfield                ,7.0,660,39.8114808769,-89.6275068756
Illinois,Schaumburg                 ,1.6,3669,42.0736539265,-88.0523053482
Illinois,Schaumburg                 ,4.1,5392,42.0358897263,-88.1275821045
Illinois,Springfield                ,5.3,4363,39.7670536149,-89.7266632836
Illinois,Waukegan                   ,3.7,1056,42.3222832606,-87.9221165703
Illinois,Waukegan                   ,5.8,6727,42.3648723592,-87.8700235593
Illinois,Rockford                   ,6.1,4450,42.2898174491,-88.9670452895
Illinois,Schaumburg                 ,7.1,411,42.0451814813,-88.1012622711
Illinois,Waukegan                   ,6.6,587,42.3920755664,-87.8238592382
Illinois,Rockford                   ,7.0,3822,42.2948664376,-89.1066590521
Illinois,Rockford                   ,6.3,1900,42.2351653868,-89.0261338249
Illinois,Rockford                   ,,19,42.2687538026,-88.9647620826
Illinois,Waukegan                   ,4.6,6639,42.4021299337,-87.8553436721
Illinois,Schaumburg                 ,4.9,1680,42.0240250569,-88.0522339195
Illinois,Rockford                   ,5.6,2379,42.261697827,-89.0728201058
Illinois,Waukegan                   ,4.7,4113,42.4040079993,-87.9144364747
Illinois,Schaumburg                 ,1.9,3138,42.0527485923,-88.0852716676
Illinois,Springfield                ,7.5,2075,39.8088418756,-89.6359267898
Illinois,Springfield                ,7.6,2460,39.7808414382,-89.6392445774
Illinois,Schaumburg                 ,5.8,6949,42.0161364383,-88.0829719556
Illinois,Springfield                ,6.7,2342,39.7941365055,-89.6799530574
Illinois,Waukegan                   ,5.4,3693,42.3544774367,-87.868799719
Illinois,Rockford                   ,6.8,3016,42.2716143859,-89.078398553
Illinois,Rockford                   ,9.4,3094,42.3135587581,-89.1045948903
Illinois,Rockford                   ,7.8,2667,42.3103569391,-89.080191272
Illinois,Rockford                   ,7.4,2141,42.2817384015,-89.0494393489
Illinois,Waukegan                   ,5.9,3556,42.3823792438,-87.8519983183
Illinois,Springfield                ,11.9,1005,39.7995809093,-89.6361400193
